filepath,caption
dataset/navigation/Empty floor_72.jpg,navigation Empty floor
dataset/navigation/Empty floor_278.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_218.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_90.jpg,capping clear
./dataset\chemspeed_hazard\image_81.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_24.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_460.jpg,capping clear
dataset/navigation/object glove on the floor_126.jpg,navigation object glove
./dataset\chemspeed_clear\image_38.jpg,chemspeed clear
./dataset/capping_hazard/obstruction_87.jpg,capping obstruction
dataset/navigation/Empty floor_454.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_116.jpg,navigation object glove
./dataset\chemspeed_clear\image_414.jpg,chemspeed clear
dataset/navigation/Empty floor_510.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_420.jpg,capping clear
./dataset/capping_hazard/missing_cap_50.jpg,capping missing cap
./dataset\chemspeed_clear\image_107.jpg,chemspeed clear
dataset/navigation/Empty floor_287.jpg,navigation Empty floor
dataset/navigation/Empty floor_227.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_104.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_79.jpg,capping clear
./dataset\chemspeed_hazard\image_145.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_86.jpg,capping spillage
./dataset\chemspeed_clear\image_177.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_295.jpg,capping clear
dataset/navigation/object glove on the floor_49.jpg,navigation object glove
./dataset/capping_clear/clear_rack_139.jpg,capping clear
dataset/navigation/object tool on the floor_110.jpg,navigation object tool
./dataset/capping_clear/clear_rack_166.jpg,capping clear
dataset/navigation/other objects on the floor_77.jpg,navigation other objects
dataset/navigation/object tool on the floor_10.jpg,navigation object tool
./dataset\chemspeed_clear\image_43.jpg,chemspeed clear
./dataset\chemspeed_clear\image_429.jpg,chemspeed clear
dataset/navigation/object tool on the floor_83.jpg,navigation object tool
./dataset\chemspeed_hazard\image_116.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_491.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_31.jpg,navigation other objects
./dataset/capping_hazard/obstruction_65.jpg,capping obstruction
./dataset\chemspeed_clear\image_306.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_256.jpg,chemspeed hazard
dataset/navigation/Empty floor_71.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_24.jpg,capping clear
./dataset\chemspeed_hazard\image_134.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_456.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_111.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_409.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_71.jpg,capping missing vial
./dataset/capping_clear/clear_rack_254.jpg,capping clear
./dataset\chemspeed_clear\image_331.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_414.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_136.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_471.jpg,capping clear
./dataset\chemspeed_clear\image_185.jpg,chemspeed clear
dataset/navigation/Empty floor_12.jpg,navigation Empty floor
dataset/navigation/Empty floor_460.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_35.jpg,chemspeed clear
dataset/navigation/Empty floor_279.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_379.jpg,capping clear
./dataset\chemspeed_clear\image_93.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_443.jpg,capping clear
dataset/navigation/Empty floor_219.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_56.jpg,navigation object tool
dataset/navigation/Empty floor_322.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_88.jpg,chemspeed clear
dataset/navigation/Empty floor_283.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_366.jpg,chemspeed clear
./dataset\chemspeed_clear\image_193.jpg,chemspeed clear
dataset/navigation/object vial on the floor_116.jpg,navigation object vial
dataset/navigation/object glove on the floor_72.jpg,navigation object glove
./dataset/capping_clear/clear_rack_205.jpg,capping clear
./dataset/capping_clear/clear_rack_406.jpg,capping clear
./dataset\chemspeed_clear\image_350.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_264.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_262.jpg,capping clear
dataset/navigation/object glove on the floor_125.jpg,navigation object glove
./dataset/capping_clear/clear_rack_276.jpg,capping clear
./dataset/capping_hazard/obstruction_85.jpg,capping obstruction
dataset/navigation/object vial on the floor_7.jpg,navigation object vial
dataset/navigation/object glove on the floor_99.jpg,navigation object glove
dataset/navigation/Empty floor_45.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_90.jpg,capping obstruction
./dataset\chemspeed_clear\image_395.jpg,chemspeed clear
dataset/navigation/object tool on the floor_68.jpg,navigation object tool
dataset/navigation/Empty floor_52.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_403.jpg,capping clear
dataset/navigation/Empty floor_390.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_48.jpg,navigation object tool
./dataset/capping_hazard/missing_vial_60.jpg,capping missing vial
./dataset\chemspeed_clear\image_91.jpg,chemspeed clear
./dataset\chemspeed_clear\image_45.jpg,chemspeed clear
./dataset\chemspeed_clear\image_239.jpg,chemspeed clear
dataset/navigation/Empty floor_281.jpg,navigation Empty floor
dataset/navigation/Empty floor_132.jpg,navigation Empty floor
dataset/navigation/Empty floor_91.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_339.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_196.jpg,capping clear
./dataset/capping_clear/clear_rack_421.jpg,capping clear
dataset/navigation/Empty floor_451.jpg,navigation Empty floor
dataset/navigation/Empty floor_376.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_474.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_92.jpg,navigation object vial
./dataset\chemspeed_hazard\image_327.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_300.jpg,capping clear
dataset/navigation/object vial on the floor_78.jpg,navigation object vial
dataset/navigation/object vial on the floor_44.jpg,navigation object vial
dataset/navigation/other objects on the floor_115.jpg,navigation other objects
./dataset/capping_hazard/obstruction_19.jpg,capping obstruction
./dataset\chemspeed_clear\image_117.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_87.jpg,capping missing cap
./dataset\chemspeed_hazard\image_431.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_315.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_124.jpg,navigation object tool
dataset/navigation/Empty floor_68.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_491.jpg,capping clear
./dataset/capping_hazard/missing_cap_99.jpg,capping missing cap
dataset/navigation/Empty floor_399.jpg,navigation Empty floor
dataset/navigation/Empty floor_109.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_443.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_295.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_182.jpg,capping clear
./dataset/capping_clear/clear_rack_446.jpg,capping clear
dataset/navigation/object tool on the floor_134.jpg,navigation object tool
./dataset\chemspeed_hazard\image_440.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_38.jpg,navigation other objects
./dataset/capping_clear/clear_rack_428.jpg,capping clear
dataset/navigation/object tool on the floor_54.jpg,navigation object tool
./dataset\chemspeed_clear\image_374.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_93.jpg,capping missing vial
./dataset\chemspeed_clear\image_29.jpg,chemspeed clear
./dataset\chemspeed_clear\image_324.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_293.jpg,capping clear
./dataset\chemspeed_clear\image_289.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_296.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_491.jpg,chemspeed clear
dataset/navigation/object vial on the floor_64.jpg,navigation object vial
dataset/navigation/Empty floor_185.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_249.jpg,capping clear
./dataset/capping_clear/clear_rack_326.jpg,capping clear
./dataset\chemspeed_clear\image_36.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_46.jpg,capping missing cap
./dataset\chemspeed_clear\image_394.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_357.jpg,capping clear
./dataset/capping_hazard/missing_cap_45.jpg,capping missing cap
./dataset/capping_hazard/obstruction_30.jpg,capping obstruction
dataset/navigation/Empty floor_143.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_275.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_240.jpg,chemspeed clear
dataset/navigation/Empty floor_314.jpg,navigation Empty floor
dataset/navigation/Empty floor_286.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_10.jpg,navigation other objects
./dataset\chemspeed_clear\image_463.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_23.jpg,chemspeed hazard
dataset/navigation/Empty floor_260.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_263.jpg,capping clear
./dataset\chemspeed_clear\image_296.jpg,chemspeed clear
dataset/navigation/Empty floor_74.jpg,navigation Empty floor
dataset/navigation/Empty floor_300.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_287.jpg,capping clear
dataset/navigation/Empty floor_175.jpg,navigation Empty floor
dataset/navigation/Empty floor_528.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_425.jpg,chemspeed hazard
dataset/navigation/Empty floor_49.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_90.jpg,capping missing cap
./dataset\chemspeed_clear\image_379.jpg,chemspeed clear
dataset/navigation/object glove on the floor_124.jpg,navigation object glove
dataset/navigation/other objects on the floor_15.jpg,navigation other objects
./dataset/capping_hazard/spillage_60.jpg,capping spillage
./dataset/capping_hazard/missing_cap_94.jpg,capping missing cap
dataset/navigation/Empty floor_531.jpg,navigation Empty floor
dataset/navigation/Empty floor_405.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_387.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_170.jpg,capping clear
dataset/navigation/Empty floor_217.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_435.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_468.jpg,capping clear
./dataset/capping_clear/clear_rack_74.jpg,capping clear
./dataset/capping_clear/clear_rack_266.jpg,capping clear
./dataset/capping_clear/clear_rack_244.jpg,capping clear
./dataset\chemspeed_clear\image_92.jpg,chemspeed clear
./dataset/capping_hazard/obstruction_45.jpg,capping obstruction
./dataset\chemspeed_hazard\image_90.jpg,chemspeed hazard
dataset/navigation/Empty floor_216.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_388.jpg,chemspeed clear
dataset/navigation/Empty floor_357.jpg,navigation Empty floor
dataset/navigation/Empty floor_81.jpg,navigation Empty floor
dataset/navigation/Empty floor_385.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_396.jpg,chemspeed clear
./dataset\chemspeed_clear\image_5.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_312.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_51.jpg,navigation object tool
dataset/navigation/other objects on the floor_101.jpg,navigation other objects
./dataset/capping_hazard/missing_vial_9.jpg,capping missing vial
./dataset\chemspeed_hazard\image_257.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_46.jpg,capping clear
dataset/navigation/object vial on the floor_98.jpg,navigation object vial
./dataset\chemspeed_hazard\image_67.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_95.jpg,capping missing cap
./dataset\chemspeed_clear\image_74.jpg,chemspeed clear
dataset/navigation/object tool on the floor_53.jpg,navigation object tool
./dataset/capping_hazard/obstruction_61.jpg,capping obstruction
./dataset/capping_hazard/missing_vial_27.jpg,capping missing vial
dataset/navigation/object vial on the floor_4.jpg,navigation object vial
dataset/navigation/object glove on the floor_103.jpg,navigation object glove
dataset/navigation/object glove on the floor_133.jpg,navigation object glove
dataset/navigation/Empty floor_248.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_1.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_43.jpg,capping missing cap
./dataset/capping_clear/clear_rack_68.jpg,capping clear
./dataset\chemspeed_hazard\image_424.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_79.jpg,capping obstruction
dataset/navigation/object glove on the floor_117.jpg,navigation object glove
./dataset\chemspeed_clear\image_307.jpg,chemspeed clear
./dataset\chemspeed_clear\image_285.jpg,chemspeed clear
dataset/navigation/Empty floor_400.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_111.jpg,navigation other objects
./dataset\chemspeed_clear\image_275.jpg,chemspeed clear
./dataset\chemspeed_clear\image_460.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_56.jpg,capping missing vial
dataset/navigation/Empty floor_254.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_58.jpg,capping clear
dataset/navigation/Empty floor_181.jpg,navigation Empty floor
./dataset/capping_hazard/spillage_61.jpg,capping spillage
./dataset\chemspeed_clear\image_408.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_466.jpg,chemspeed hazard
dataset/navigation/Empty floor_44.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_375.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_55.jpg,navigation object vial
./dataset/capping_clear/clear_rack_50.jpg,capping clear
dataset/navigation/other objects on the floor_7.jpg,navigation other objects
dataset/navigation/object tool on the floor_27.jpg,navigation object tool
./dataset/capping_hazard/obstruction_42.jpg,capping obstruction
./dataset\chemspeed_clear\image_216.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_137.jpg,capping clear
./dataset\chemspeed_clear\image_261.jpg,chemspeed clear
./dataset/capping_hazard/spillage_88.jpg,capping spillage
./dataset/capping_hazard/obstruction_53.jpg,capping obstruction
./dataset\chemspeed_clear\image_258.jpg,chemspeed clear
dataset/navigation/object tool on the floor_74.jpg,navigation object tool
./dataset\chemspeed_hazard\image_369.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_70.jpg,chemspeed clear
dataset/navigation/object tool on the floor_69.jpg,navigation object tool
dataset/navigation/Empty floor_502.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_431.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_186.jpg,capping clear
./dataset\chemspeed_hazard\image_311.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_412.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_84.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_6.jpg,navigation object glove
./dataset/capping_clear/clear_rack_424.jpg,capping clear
./dataset\chemspeed_hazard\image_411.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_34.jpg,capping spillage
./dataset/capping_hazard/spillage_78.jpg,capping spillage
./dataset\chemspeed_hazard\image_51.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_323.jpg,chemspeed clear
dataset/navigation/object vial on the floor_108.jpg,navigation object vial
dataset/navigation/Empty floor_51.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_372.jpg,capping clear
./dataset\chemspeed_clear\image_411.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_23.jpg,capping clear
./dataset/capping_hazard/missing_vial_23.jpg,capping missing vial
./dataset\chemspeed_clear\image_196.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_371.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_3.jpg,navigation object glove
./dataset/capping_clear/clear_rack_397.jpg,capping clear
dataset/navigation/object vial on the floor_23.jpg,navigation object vial
./dataset\chemspeed_clear\image_430.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_269.jpg,capping clear
dataset/navigation/Empty floor_401.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_93.jpg,capping clear
dataset/navigation/object vial on the floor_12.jpg,navigation object vial
./dataset\chemspeed_clear\image_96.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_116.jpg,capping clear
dataset/navigation/object tool on the floor_123.jpg,navigation object tool
dataset/navigation/object glove on the floor_109.jpg,navigation object glove
./dataset/capping_clear/clear_rack_17.jpg,capping clear
./dataset/capping_clear/clear_rack_387.jpg,capping clear
./dataset/capping_hazard/obstruction_14.jpg,capping obstruction
./dataset\chemspeed_clear\image_97.jpg,chemspeed clear
dataset/navigation/object vial on the floor_100.jpg,navigation object vial
./dataset\chemspeed_hazard\image_303.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_146.jpg,chemspeed clear
dataset/navigation/object tool on the floor_89.jpg,navigation object tool
./dataset\chemspeed_hazard\image_138.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_38.jpg,capping clear
./dataset/capping_clear/clear_rack_18.jpg,capping clear
./dataset/capping_clear/clear_rack_292.jpg,capping clear
./dataset/capping_clear/clear_rack_32.jpg,capping clear
./dataset/capping_hazard/obstruction_96.jpg,capping obstruction
dataset/navigation/object glove on the floor_1.jpg,navigation object glove
dataset/navigation/Empty floor_517.jpg,navigation Empty floor
dataset/navigation/Empty floor_154.jpg,navigation Empty floor
dataset/navigation/Empty floor_402.jpg,navigation Empty floor
dataset/navigation/Empty floor_196.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_29.jpg,navigation other objects
./dataset\chemspeed_clear\image_467.jpg,chemspeed clear
./dataset\chemspeed_clear\image_419.jpg,chemspeed clear
dataset/navigation/other objects on the floor_80.jpg,navigation other objects
dataset/navigation/Empty floor_304.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_223.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_67.jpg,navigation object tool
./dataset\chemspeed_hazard\image_404.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_170.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_461.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_274.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_177.jpg,capping clear
./dataset\chemspeed_hazard\image_54.jpg,chemspeed hazard
dataset/navigation/Empty floor_40.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_16.jpg,capping clear
./dataset/capping_clear/clear_rack_231.jpg,capping clear
dataset/navigation/other objects on the floor_33.jpg,navigation other objects
./dataset\chemspeed_clear\image_391.jpg,chemspeed clear
dataset/navigation/other objects on the floor_60.jpg,navigation other objects
./dataset/capping_clear/clear_rack_238.jpg,capping clear
./dataset\chemspeed_hazard\image_316.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_37.jpg,navigation object tool
dataset/navigation/object tool on the floor_3.jpg,navigation object tool
./dataset/capping_clear/clear_rack_401.jpg,capping clear
dataset/navigation/Empty floor_70.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_49.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_69.jpg,capping obstruction
dataset/navigation/object glove on the floor_82.jpg,navigation object glove
./dataset/capping_clear/clear_rack_337.jpg,capping clear
./dataset/capping_clear/clear_rack_338.jpg,capping clear
./dataset\chemspeed_clear\image_14.jpg,chemspeed clear
dataset/navigation/Empty floor_263.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_70.jpg,navigation object tool
./dataset/capping_clear/clear_rack_304.jpg,capping clear
./dataset/capping_hazard/missing_cap_93.jpg,capping missing cap
./dataset\chemspeed_clear\image_310.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_5.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_149.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_213.jpg,capping clear
./dataset\chemspeed_hazard\image_465.jpg,chemspeed hazard
dataset/navigation/Empty floor_422.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_242.jpg,chemspeed clear
dataset/navigation/Empty floor_203.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_496.jpg,capping clear
./dataset\chemspeed_clear\image_184.jpg,chemspeed clear
dataset/navigation/object glove on the floor_68.jpg,navigation object glove
dataset/navigation/Empty floor_356.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_224.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_175.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_428.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_264.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_321.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_12.jpg,capping obstruction
./dataset/capping_clear/clear_rack_445.jpg,capping clear
./dataset\chemspeed_clear\image_225.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_487.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_10.jpg,capping missing cap
./dataset\chemspeed_clear\image_450.jpg,chemspeed clear
dataset/navigation/Empty floor_158.jpg,navigation Empty floor
dataset/navigation/Empty floor_200.jpg,navigation Empty floor
dataset/navigation/Empty floor_364.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_56.jpg,navigation object vial
dataset/navigation/Empty floor_239.jpg,navigation Empty floor
dataset/navigation/Empty floor_442.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_59.jpg,capping clear
./dataset\chemspeed_clear\image_298.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_106.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_121.jpg,navigation object glove
./dataset\chemspeed_clear\image_115.jpg,chemspeed clear
./dataset\chemspeed_clear\image_160.jpg,chemspeed clear
dataset/navigation/other objects on the floor_112.jpg,navigation other objects
dataset/navigation/other objects on the floor_9.jpg,navigation other objects
dataset/navigation/object tool on the floor_136.jpg,navigation object tool
./dataset\chemspeed_clear\image_102.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_322.jpg,capping clear
./dataset/capping_hazard/missing_vial_66.jpg,capping missing vial
dataset/navigation/other objects on the floor_67.jpg,navigation other objects
./dataset/capping_clear/clear_rack_180.jpg,capping clear
./dataset\chemspeed_hazard\image_498.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_184.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_131.jpg,navigation other objects
./dataset\chemspeed_hazard\image_48.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_137.jpg,navigation object vial
dataset/navigation/object glove on the floor_57.jpg,navigation object glove
./dataset\chemspeed_clear\image_203.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_388.jpg,capping clear
./dataset\chemspeed_clear\image_328.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_155.jpg,capping clear
./dataset\chemspeed_clear\image_474.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_32.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_299.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_304.jpg,chemspeed hazard
./dataset/capping_hazard/missing_vial_53.jpg,capping missing vial
./dataset/capping_clear/clear_rack_439.jpg,capping clear
./dataset\chemspeed_clear\image_48.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_501.jpg,capping clear
./dataset\chemspeed_hazard\image_389.jpg,chemspeed hazard
dataset/navigation/Empty floor_253.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_13.jpg,capping obstruction
dataset/navigation/Empty floor_206.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_197.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_423.jpg,capping clear
dataset/navigation/other objects on the floor_97.jpg,navigation other objects
./dataset\chemspeed_clear\image_436.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_472.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_25.jpg,capping spillage
./dataset\chemspeed_clear\image_354.jpg,chemspeed clear
dataset/navigation/object vial on the floor_120.jpg,navigation object vial
dataset/navigation/other objects on the floor_109.jpg,navigation other objects
./dataset\chemspeed_clear\image_244.jpg,chemspeed clear
./dataset\chemspeed_clear\image_213.jpg,chemspeed clear
dataset/navigation/object tool on the floor_140.jpg,navigation object tool
./dataset\chemspeed_hazard\image_98.jpg,chemspeed hazard
dataset/navigation/Empty floor_394.jpg,navigation Empty floor
dataset/navigation/Empty floor_445.jpg,navigation Empty floor
dataset/navigation/Empty floor_469.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_45.jpg,navigation object glove
dataset/navigation/object tool on the floor_82.jpg,navigation object tool
./dataset/capping_clear/clear_rack_310.jpg,capping clear
./dataset/capping_clear/clear_rack_53.jpg,capping clear
dataset/navigation/Empty floor_208.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_33.jpg,capping missing cap
./dataset/capping_hazard/missing_vial_99.jpg,capping missing vial
dataset/navigation/object tool on the floor_33.jpg,navigation object tool
./dataset\chemspeed_hazard\image_374.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_19.jpg,navigation object vial
dataset/navigation/object tool on the floor_59.jpg,navigation object tool
./dataset\chemspeed_clear\image_496.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_131.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_122.jpg,navigation object glove
dataset/navigation/Empty floor_498.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_362.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_363.jpg,capping clear
./dataset\chemspeed_hazard\image_215.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_96.jpg,capping clear
./dataset/capping_hazard/missing_vial_10.jpg,capping missing vial
dataset/navigation/other objects on the floor_4.jpg,navigation other objects
./dataset/capping_hazard/missing_cap_98.jpg,capping missing cap
dataset/navigation/object vial on the floor_57.jpg,navigation object vial
./dataset\chemspeed_clear\image_329.jpg,chemspeed clear
dataset/navigation/object vial on the floor_75.jpg,navigation object vial
./dataset\chemspeed_clear\image_472.jpg,chemspeed clear
dataset/navigation/Empty floor_53.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_24.jpg,capping obstruction
dataset/navigation/Empty floor_153.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_417.jpg,chemspeed clear
./dataset\chemspeed_clear\image_133.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_413.jpg,capping clear
dataset/navigation/Empty floor_110.jpg,navigation Empty floor
dataset/navigation/Empty floor_178.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_63.jpg,capping obstruction
dataset/navigation/object vial on the floor_138.jpg,navigation object vial
./dataset/capping_clear/clear_rack_339.jpg,capping clear
./dataset/capping_hazard/missing_cap_1.jpg,capping missing cap
./dataset\chemspeed_hazard\image_202.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_129.jpg,navigation object tool
dataset/navigation/object glove on the floor_8.jpg,navigation object glove
./dataset/capping_hazard/missing_cap_3.jpg,capping missing cap
./dataset/capping_hazard/missing_cap_23.jpg,capping missing cap
dataset/navigation/object glove on the floor_59.jpg,navigation object glove
./dataset\chemspeed_clear\image_151.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_77.jpg,capping missing cap
./dataset/capping_clear/clear_rack_87.jpg,capping clear
dataset/navigation/object tool on the floor_88.jpg,navigation object tool
./dataset/capping_clear/clear_rack_54.jpg,capping clear
dataset/navigation/Empty floor_183.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_208.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_40.jpg,navigation object tool
dataset/navigation/Empty floor_509.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_325.jpg,capping clear
./dataset\chemspeed_clear\image_488.jpg,chemspeed clear
dataset/navigation/other objects on the floor_1.jpg,navigation other objects
./dataset\chemspeed_hazard\image_363.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_83.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_123.jpg,navigation object glove
./dataset\chemspeed_hazard\image_119.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_12.jpg,capping missing cap
./dataset\chemspeed_hazard\image_439.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_24.jpg,capping missing cap
